ENCODED_MCT,TA_YM,HPSN_MCT_BZN_CD_NM,closure_probability,risk_score,risk_level,risk_type,priority,classification_confidence
7825F19A1A,202412,성수,0.011327224,1,Very Low,정상,normal,0.0
767F3362ED,202412,왕십리,0.016538054,1,Very Low,정상,normal,0.0
38EDE3F91C,202412,행당,0.017480167,1,Very Low,정상,normal,0.0
39255E94C6,202412,금남시장,0.012864377,1,Very Low,정상,normal,0.0
39386D0931,202412,뚝섬,0.018057665,1,Very Low,정상,normal,0.0
8187702080,202412,,0.012011107,1,Very Low,정상,normal,0.0
819DFB541A,202412,옥수,0.018981472,1,Very Low,정상,normal,0.0
81C55F8941,202412,마장동,0.015024313,1,Very Low,정상,normal,0.0
80B55AD69E,202412,신금호,0.018093603,1,Very Low,정상,normal,0.0
80E637212D,202412,행당,0.011002348,1,Very Low,정상,normal,0.0
20540DA43D,202412,행당,0.01311366,1,Very Low,정상,normal,0.0
208B37B8E4,202412,성수,0.012301811,1,Very Low,정상,normal,0.0
20B0361789,202412,왕십리,0.013296284,1,Very Low,정상,normal,0.0
394824E6A3,202412,성수,0.014330967,1,Very Low,정상,normal,0.0
D2CDCFE2D4,202412,성수,0.019394606,1,Very Low,정상,normal,0.0
D2DAE82D97,202412,,0.013677219,1,Very Low,정상,normal,0.0
D2E6E383CD,202412,성수,0.019453356,1,Very Low,정상,normal,0.0
D333ECD384,202412,금남시장,0.016113764,1,Very Low,정상,normal,0.0
38277AF289,202412,마장동,0.01697715,1,Very Low,정상,normal,0.0
383948C8CC,202412,답십리,0.01922359,1,Very Low,정상,normal,0.0
3842954B95,202412,왕십리,0.016933454,1,Very Low,정상,normal,0.0
D3B91AFDFF,202412,성수,0.010840541,1,Very Low,정상,normal,0.0
231E0650F8,202412,성수,0.014420685,1,Very Low,정상,normal,0.0
2324CB55B4,202412,옥수,0.012558217,1,Very Low,정상,normal,0.0
2344622681,202412,왕십리,0.011207378,1,Very Low,정상,normal,0.0
E530039112,202412,왕십리,0.012929136,1,Very Low,정상,normal,0.0
E5474E6047,202412,뚝섬,0.0150343515,1,Very Low,정상,normal,0.0
E57A82C28E,202412,왕십리,0.010571611,1,Very Low,정상,normal,0.0
21348D6015,202412,,0.012590811,1,Very Low,정상,normal,0.0
216431492C,202412,,0.018807555,1,Very Low,정상,normal,0.0
21C4BDD140,202412,마장동,0.014797464,1,Very Low,정상,normal,0.0
378316C068,202412,왕십리,0.01823685,1,Very Low,정상,normal,0.0
7871F0B0DE,202412,,0.01186968,1,Very Low,정상,normal,0.0
788C76269C,202412,,0.017490339,1,Very Low,정상,normal,0.0
78E08EABED,202412,신금호,0.012653721,1,Very Low,정상,normal,0.0
9AA2D092B7,202412,,0.01412503,1,Very Low,정상,normal,0.0
9AE54FE931,202412,금남시장,0.013804034,1,Very Low,정상,normal,0.0
77912A90AA,202412,,0.0163738,1,Very Low,정상,normal,0.0
779A336040,202412,왕십리,0.01787138,1,Very Low,정상,normal,0.0
37FEBDD1C1,202412,마장동,0.01237219,1,Very Low,정상,normal,0.0
36D30C9B49,202412,한양대,0.011944367,1,Very Low,정상,normal,0.0
370B4F40C3,202412,왕십리,0.015139833,1,Very Low,정상,normal,0.0
359DA6198A,202412,한양대,0.014945625,1,Very Low,정상,normal,0.0
35F921EEEC,202412,금남시장,0.015933307,1,Very Low,정상,normal,0.0
D45A8799DB,202412,,0.015575932,1,Very Low,정상,normal,0.0
D47A773B8E,202412,왕십리,0.013150113,1,Very Low,정상,normal,0.0
D511E3D8B1,202412,금남시장,0.013946468,1,Very Low,정상,normal,0.0
D529C1154C,202412,성수,0.015448089,1,Very Low,정상,normal,0.0
D52B8311A4,202412,왕십리,0.018191935,1,Very Low,정상,normal,0.0
D5845DCD06,202412,뚝섬,0.015716111,1,Very Low,정상,normal,0.0
D59EAA6064,202412,,0.010729133,1,Very Low,정상,normal,0.0
D5D2A1D534,202412,,0.011648623,1,Very Low,정상,normal,0.0
3466CE84BF,202412,답십리,0.014871618,1,Very Low,정상,normal,0.0
346EB91DC6,202412,왕십리,0.014485177,1,Very Low,정상,normal,0.0
E4313DDAAD,202412,금남시장,0.012350139,1,Very Low,정상,normal,0.0
235FF4ABE1,202412,,0.011271376,1,Very Low,정상,normal,0.0
23F50506A9,202412,성수,0.0145992655,1,Very Low,정상,normal,0.0
E43C1CDC68,202412,,0.011887332,1,Very Low,정상,normal,0.0
E45CC78273,202412,왕십리,0.010817575,1,Very Low,정상,normal,0.0
E48396576D,202412,답십리,0.012874766,1,Very Low,정상,normal,0.0
E4A9ECB7B9,202412,뚝섬,0.014402798,1,Very Low,정상,normal,0.0
E4D3C3A8AC,202412,왕십리,0.01264998,1,Very Low,정상,normal,0.0
2265D9F8B3,202412,마장동,0.0139088975,1,Very Low,정상,normal,0.0
7AE92B81E6,202412,마장동,0.011553438,1,Very Low,정상,normal,0.0
7B038FEF47,202412,뚝섬,0.014421993,1,Very Low,정상,normal,0.0
79892ACBB1,202412,뚝섬,0.0148815615,1,Very Low,정상,normal,0.0
99C504D739,202412,한양대,0.013480039,1,Very Low,정상,normal,0.0
99DD3929E7,202412,왕십리,0.0155429775,1,Very Low,정상,normal,0.0
9A0EC55599,202412,왕십리,0.01668925,1,Very Low,정상,normal,0.0
34F9A062DD,202412,성수,0.011590083,1,Very Low,정상,normal,0.0
350FB4A18B,202412,뚝섬,0.013505955,1,Very Low,정상,normal,0.0
D6267FEEEA,202412,성수,0.018867731,1,Very Low,정상,normal,0.0
E23D8D8DEC,202412,성수,0.018933708,1,Very Low,정상,normal,0.0
E25C0935BB,202412,금남시장,0.018129274,1,Very Low,정상,normal,0.0
E27BFF4C97,202412,마장동,0.010876002,1,Very Low,정상,normal,0.0
E2AFB2BDCB,202412,한양대,0.010764497,1,Very Low,정상,normal,0.0
2540E29770,202412,성수,0.019942483,1,Very Low,정상,normal,0.0
255821302B,202412,왕십리,0.017470228,1,Very Low,정상,normal,0.0
25B296A614,202412,신금호,0.01866407,1,Very Low,정상,normal,0.0
25D2E98F3A,202412,왕십리,0.011195068,1,Very Low,정상,normal,0.0
2445E4D19D,202412,성수,0.015479416,1,Very Low,정상,normal,0.0
24AA9CA0A5,202412,답십리,0.016275277,1,Very Low,정상,normal,0.0
24D8120756,202412,,0.016056223,1,Very Low,정상,normal,0.0
E32B3F96D3,202412,,0.015472173,1,Very Low,정상,normal,0.0
D631BCEA77,202412,,0.0115069505,1,Very Low,정상,normal,0.0
D670574C48,202412,성수,0.018363062,1,Very Low,정상,normal,0.0
D6F7A9FA64,202412,답십리,0.013360403,1,Very Low,정상,normal,0.0
3316D1C001,202412,,0.01063595,1,Very Low,정상,normal,0.0
33706FFD69,202412,행당,0.018798063,1,Very Low,정상,normal,0.0
33C513E513,202412,,0.012840421,1,Very Low,정상,normal,0.0
33E9701118,202412,금남시장,0.019753242,1,Very Low,정상,normal,0.0
D709A19B89,202412,신금호,0.014431784,1,Very Low,정상,normal,0.0
D7B0E38FA8,202412,,0.012217693,1,Very Low,정상,normal,0.0
D827FBA72F,202412,신금호,0.014885267,1,Very Low,정상,normal,0.0
31F3C37515,202412,성수,0.016847504,1,Very Low,정상,normal,0.0
320A02A60D,202412,,0.014144292,1,Very Low,정상,normal,0.0
3227432B79,202412,한양대,0.0121311415,1,Very Low,정상,normal,0.0
3298DAD0FE,202412,성수,0.015168073,1,Very Low,정상,normal,0.0
D8669EE2FB,202412,,0.014588322,1,Very Low,정상,normal,0.0
D86773997F,202412,,0.014687229,1,Very Low,정상,normal,0.0
D87C249A76,202412,,0.01149362,1,Very Low,정상,normal,0.0
D88940EE2F,202412,신금호,0.015243554,1,Very Low,정상,normal,0.0
D8C7681945,202412,왕십리,0.018899523,1,Very Low,정상,normal,0.0
D97D0EEBFE,202412,한양대,0.019429298,1,Very Low,정상,normal,0.0
30CACD815B,202412,성수,0.012140295,1,Very Low,정상,normal,0.0
310CE87EE4,202412,,0.015362924,1,Very Low,정상,normal,0.0
E1C897591D,202412,한양대,0.010587398,1,Very Low,정상,normal,0.0
E1FDBF2D4D,202412,한양대,0.018091055,1,Very Low,정상,normal,0.0
812202E747,202412,,0.014239237,1,Very Low,정상,normal,0.0
8123742D88,202412,,0.015451447,1,Very Low,정상,normal,0.0
95EBE36D82,202412,한양대,0.012080879,1,Very Low,정상,normal,0.0
9676184554,202412,,0.0100322645,1,Very Low,정상,normal,0.0
9676392FCC,202412,금남시장,0.011477244,1,Very Low,정상,normal,0.0
7F5F0D0F33,202412,성수,0.014209396,1,Very Low,정상,normal,0.0
7FD59667F6,202412,뚝섬,0.012374964,1,Very Low,정상,normal,0.0
7DEB8C0391,202412,왕십리,0.013850277,1,Very Low,정상,normal,0.0
7DF4881E0F,202412,답십리,0.013478061,1,Very Low,정상,normal,0.0
7DFEFACC2E,202412,한양대,0.010033278,1,Very Low,정상,normal,0.0
7E5AA284CE,202412,성수,0.010301005,1,Very Low,정상,normal,0.0
7CD2C4CE8C,202412,,0.016833877,1,Very Low,정상,normal,0.0
7A6A7EB10A,202412,한양대,0.010351368,1,Very Low,정상,normal,0.0
7AA4E7D85E,202412,,0.0114227105,1,Very Low,정상,normal,0.0
3114F5BFDA,202412,행당,0.010235797,1,Very Low,정상,normal,0.0
31366725DB,202412,뚝섬,0.014215648,1,Very Low,정상,normal,0.0
D9B4DCAFB9,202412,옥수,0.012566741,1,Very Low,정상,normal,0.0
DA3D8B1FB0,202412,,0.0150548555,1,Very Low,정상,normal,0.0
2FF80BC960,202412,뚝섬,0.01676453,1,Very Low,정상,normal,0.0
3074DF0C17,202412,왕십리,0.016781885,1,Very Low,정상,normal,0.0
2F190FBDCA,202412,,0.014293465,1,Very Low,정상,normal,0.0
2F35E163EB,202412,,0.016751159,1,Very Low,정상,normal,0.0
2FC958A309,202412,한양대,0.016814837,1,Very Low,정상,normal,0.0
DA5B732423,202412,뚝섬,0.015526991,1,Very Low,정상,normal,0.0
DA72A54F82,202412,금남시장,0.011298899,1,Very Low,정상,normal,0.0
DABB8F4DFF,202412,뚝섬,0.015494939,1,Very Low,정상,normal,0.0
E014ED20D7,202412,금남시장,0.013861934,1,Very Low,정상,normal,0.0
E02749FC67,202412,성수,0.014599932,1,Very Low,정상,normal,0.0
E03321589B,202412,성수,0.01275454,1,Very Low,정상,normal,0.0
2743897872,202412,한양대,0.011736817,1,Very Low,정상,normal,0.0
25E23A7190,202412,신금호,0.015079249,1,Very Low,정상,normal,0.0
26B2585C88,202412,왕십리,0.015188222,1,Very Low,정상,normal,0.0
E10B522E89,202412,한양대,0.013562214,1,Very Low,정상,normal,0.0
E12C68864A,202412,금남시장,0.015493671,1,Very Low,정상,normal,0.0
E1B7CDD2A1,202412,,0.014518738,1,Very Low,정상,normal,0.0
DAD28E1892,202412,왕십리,0.018488236,1,Very Low,정상,normal,0.0
DADB178866,202412,뚝섬,0.01495982,1,Very Low,정상,normal,0.0
2E4CDEA048,202412,뚝섬,0.0122793745,1,Very Low,정상,normal,0.0
2EA62B1198,202412,답십리,0.012232105,1,Very Low,정상,normal,0.0
2D956479FE,202412,뚝섬,0.0185245,1,Very Low,정상,normal,0.0
2D9601ED38,202412,금남시장,0.01315106,1,Very Low,정상,normal,0.0
2DCB06D5D5,202412,성수,0.012082376,1,Very Low,정상,normal,0.0
2DD4A5D048,202412,성수,0.011971528,1,Very Low,정상,normal,0.0
2DF77932A4,202412,왕십리,0.012588137,1,Very Low,정상,normal,0.0
DBD3191157,202412,뚝섬,0.015331529,1,Very Low,정상,normal,0.0
DC17B81D3E,202412,신금호,0.015444254,1,Very Low,정상,normal,0.0
DC91CAB11B,202412,뚝섬,0.014237175,1,Very Low,정상,normal,0.0
7F155740AA,202412,,0.0154463705,1,Very Low,정상,normal,0.0
97852377C5,202412,,0.018855114,1,Very Low,정상,normal,0.0
978A3E2554,202412,뚝섬,0.011929182,1,Very Low,정상,normal,0.0
97FAE8D665,202412,한양대,0.011146636,1,Very Low,정상,normal,0.0
9852E1C1E8,202412,왕십리,0.01919095,1,Very Low,정상,normal,0.0
9853358A8C,202412,답십리,0.012724685,1,Very Low,정상,normal,0.0
9892E5745E,202412,성수,0.0122523215,1,Very Low,정상,normal,0.0
98BA99BFE9,202412,뚝섬,0.017437525,1,Very Low,정상,normal,0.0
7D6F493369,202412,뚝섬,0.012140089,1,Very Low,정상,normal,0.0
7D998A4E45,202412,왕십리,0.015772713,1,Very Low,정상,normal,0.0
7E78A7C976,202412,,0.011294989,1,Very Low,정상,normal,0.0
7E7BE1BF67,202412,왕십리,0.013942638,1,Very Low,정상,normal,0.0
29421280E6,202412,성수,0.013813287,1,Very Low,정상,normal,0.0
294C67ABA5,202412,성수,0.015967429,1,Very Low,정상,normal,0.0
DF916D9BA2,202412,신금호,0.012846025,1,Very Low,정상,normal,0.0
28BE1401AB,202412,한양대,0.016520513,1,Very Low,정상,normal,0.0
2D1F5F9F5F,202412,왕십리,0.010367311,1,Very Low,정상,normal,0.0
DCF7BBE73E,202412,한양대,0.014358549,1,Very Low,정상,normal,0.0
DD0FCFEDE6,202412,,0.011894997,1,Very Low,정상,normal,0.0
2B2CDD8A48,202412,행당,0.019166915,1,Very Low,정상,normal,0.0
2B9B91BE0C,202412,뚝섬,0.018990448,1,Very Low,정상,normal,0.0
2BB4EF9F37,202412,,0.01122175,1,Very Low,정상,normal,0.0
2C264531BC,202412,한양대,0.01243681,1,Very Low,정상,normal,0.0
DDCEC53100,202412,뚝섬,0.018208692,1,Very Low,정상,normal,0.0
DE28615258,202412,성수,0.013892766,1,Very Low,정상,normal,0.0
DE4BA13DEE,202412,옥수,0.013734212,1,Very Low,정상,normal,0.0
DE5FF7193C,202412,답십리,0.019831622,1,Very Low,정상,normal,0.0
80012F987D,202412,한양대,0.019787429,1,Very Low,정상,normal,0.0
808E997108,202412,,0.013555414,1,Very Low,정상,normal,0.0
80920DEE31,202412,뚝섬,0.018544551,1,Very Low,정상,normal,0.0
972280B725,202412,왕십리,0.018064404,1,Very Low,정상,normal,0.0
9769F49AB2,202412,마장동,0.013881627,1,Very Low,정상,normal,0.0
7E6F88E6D1,202412,한양대,0.01776282,1,Very Low,정상,normal,0.0
00CEAAD71A,202412,왕십리,0.010143517,1,Very Low,정상,normal,0.0
8C0919784F,202412,성수,0.011487653,1,Very Low,정상,normal,0.0
8C29C85978,202412,,0.018917674,1,Very Low,정상,normal,0.0
0239C4D2D3,202412,성수,0.014377064,1,Very Low,정상,normal,0.0
0255C174CC,202412,왕십리,0.017333275,1,Very Low,정상,normal,0.0
0286E31425,202412,,0.017051807,1,Very Low,정상,normal,0.0
016C67D6C6,202412,뚝섬,0.017215665,1,Very Low,정상,normal,0.0
019E31E4C6,202412,성수,0.011757436,1,Very Low,정상,normal,0.0
051EE5224E,202412,한양대,0.014566998,1,Very Low,정상,normal,0.0
8D2F0E9170,202412,금남시장,0.013088253,1,Very Low,정상,normal,0.0
8D65C5B594,202412,,0.018723587,1,Very Low,정상,normal,0.0
8DFBA8E48F,202412,왕십리,0.016823241,1,Very Low,정상,normal,0.0
8E2D448FF9,202412,마장동,0.013110741,1,Very Low,정상,normal,0.0
8985D82F2F,202412,금남시장,0.010846785,1,Very Low,정상,normal,0.0
89E10906CA,202412,한양대,0.011853919,1,Very Low,정상,normal,0.0
052D57B40B,202412,,0.010787325,1,Very Low,정상,normal,0.0
02A5043FF7,202412,왕십리,0.014455018,1,Very Low,정상,normal,0.0
0328418F66,202412,성수,0.006804405,0,Very Low,정상,normal,0.0
8E3B9888E3,202412,한양대,0.008089746,0,Very Low,정상,normal,0.0
8E3ACDFC79,202412,왕십리,0.009808534,0,Very Low,정상,normal,0.0
8D93FA8AF3,202412,행당,0.00730068,0,Very Low,정상,normal,0.0
8D8246AFD2,202412,한양대,0.0054497016,0,Very Low,정상,normal,0.0
8BB9732BBC,202412,답십리,0.0074466523,0,Very Low,정상,normal,0.0
8BA8BCCA0D,202412,,0.0066815903,0,Very Low,정상,normal,0.0
8B4134D934,202412,뚝섬,0.0085319225,0,Very Low,정상,normal,0.0
8CA71260B2,202412,,0.009050705,0,Very Low,정상,normal,0.0
8BFD98E420,202412,왕십리,0.009166976,0,Very Low,정상,normal,0.0
8BF6153353,202412,,0.008276211,0,Very Low,정상,normal,0.0
011E53BB76,202412,,0.0038590827,0,Very Low,정상,normal,0.0
00BC189C4B,202412,뚝섬,0.0047908863,0,Very Low,정상,normal,0.0
A9A709201B,202412,신금호,0.0067238077,0,Very Low,정상,normal,0.0
AA062AE1FC,202412,뚝섬,0.0055377767,0,Very Low,정상,normal,0.0
AA315D04DD,202412,마장동,0.00957483,0,Very Low,정상,normal,0.0
AA429ED22A,202412,,0.009521465,0,Very Low,정상,normal,0.0
AA5A44BFF2,202412,성수,0.009294123,0,Very Low,정상,normal,0.0
661C7C734C,202412,한양대,0.007156135,0,Very Low,정상,normal,0.0
AAEED00881,202412,마장동,0.007015156,0,Very Low,정상,normal,0.0
AB0A569DCA,202412,신금호,0.006493971,0,Very Low,정상,normal,0.0
05992E2BE5,202412,,0.009716852,0,Very Low,정상,normal,0.0
05EE42C739,202412,뚝섬,0.006477597,0,Very Low,정상,normal,0.0
FCBC740B1D,202412,,0.00487251,0,Very Low,정상,normal,0.0
FCC01DA1A3,202412,금남시장,0.008757794,0,Very Low,정상,normal,0.0
FCEC2103C8,202412,왕십리,0.008979033,0,Very Low,정상,normal,0.0
64AC3356A0,202412,왕십리,0.009294769,0,Very Low,정상,normal,0.0
64BF96D72B,202412,성수,0.008423064,0,Very Low,정상,normal,0.0
657E1184BB,202412,마장동,0.0038141354,0,Very Low,정상,normal,0.0
7F5C64F29B,202412,왕십리,0.009925218,0,Very Low,정상,normal,0.0
9845793AAE,202412,성수,0.00800827,0,Very Low,정상,normal,0.0
7D812F3CC3,202412,신금호,0.0048319246,0,Very Low,정상,normal,0.0
2C2BF9EB44,202412,왕십리,0.0052044652,0,Very Low,정상,normal,0.0
2C72D19DB4,202412,금남시장,0.009663159,0,Very Low,정상,normal,0.0
7EAF110EFF,202412,성수,0.004165109,0,Very Low,정상,normal,0.0
292FD26A79,202412,왕십리,0.005889879,0,Very Low,정상,normal,0.0
2996AB4D5A,202412,뚝섬,0.0099892225,0,Very Low,정상,normal,0.0
29B5BE80D4,202412,성수,0.008057901,0,Very Low,정상,normal,0.0
DFC09E5F2A,202412,행당,0.0066715693,0,Very Low,정상,normal,0.0
28616F2CED,202412,성수,0.0043692426,0,Very Low,정상,normal,0.0
28DC0855AC,202412,뚝섬,0.005060188,0,Very Low,정상,normal,0.0
DFF4FC9533,202412,한양대,0.007483708,0,Very Low,정상,normal,0.0
DFF740F6CA,202412,한양대,0.0076302276,0,Very Low,정상,normal,0.0
E006ED6B32,202412,성수,0.008126542,0,Very Low,정상,normal,0.0
2CA32048EF,202412,성수,0.0049261115,0,Very Low,정상,normal,0.0
30A3576891,202412,한양대,0.006301486,0,Very Low,정상,normal,0.0
2F5708B372,202412,한양대,0.007512213,0,Very Low,정상,normal,0.0
2FC6C4F505,202412,행당,0.008607882,0,Very Low,정상,normal,0.0
2FEF6803AC,202412,한양대,0.008622401,0,Very Low,정상,normal,0.0
E04BA9BDD4,202412,,0.006529613,0,Very Low,정상,normal,0.0
274F7C9F52,202412,뚝섬,0.0042659915,0,Very Low,정상,normal,0.0
27751D8C2E,202412,한양대,0.0054675164,0,Very Low,정상,normal,0.0
278EA7FDDE,202412,금남시장,0.007242141,0,Very Low,정상,normal,0.0
281D5B3CBD,202412,마장동,0.007926504,0,Very Low,정상,normal,0.0
2637B87ECB,202412,,0.006491375,0,Very Low,정상,normal,0.0
E1AA339E20,202412,행당,0.009711452,0,Very Low,정상,normal,0.0
DAD6A93B87,202412,왕십리,0.003990036,0,Very Low,정상,normal,0.0
2E344F415F,202412,성수,0.008816545,0,Very Low,정상,normal,0.0
2E56C71323,202412,마장동,0.0064444896,0,Very Low,정상,normal,0.0
2DCC4A585C,202412,한양대,0.009398764,0,Very Low,정상,normal,0.0
7EB27EF0B4,202412,,0.009282644,0,Very Low,정상,normal,0.0
811AC91E1F,202412,성수,0.0064723818,0,Very Low,정상,normal,0.0
9635DC4359,202412,성수,0.007990103,0,Very Low,정상,normal,0.0
9639788E45,202412,신금호,0.007962669,0,Very Low,정상,normal,0.0
968834B420,202412,뚝섬,0.006705324,0,Very Low,정상,normal,0.0
969C25043A,202412,금남시장,0.008879761,0,Very Low,정상,normal,0.0
7FB3EF9274,202412,성수,0.00655743,0,Very Low,정상,normal,0.0
7FC37F0D91,202412,,0.0083337445,0,Very Low,정상,normal,0.0
310D618597,202412,마장동,0.009170558,0,Very Low,정상,normal,0.0
7C3795DF2D,202412,한양대,0.004512467,0,Very Low,정상,normal,0.0
98C1A0A96B,202412,한양대,0.007882279,0,Very Low,정상,normal,0.0
9952AAC240,202412,옥수,0.0067689754,0,Very Low,정상,normal,0.0
995EDF27A3,202412,성수,0.0054931412,0,Very Low,정상,normal,0.0
D9A86A4A3C,202412,성수,0.009827615,0,Very Low,정상,normal,0.0
DA1B23659C,202412,뚝섬,0.004459632,0,Very Low,정상,normal,0.0
3046541AF9,202412,,0.009693406,0,Very Low,정상,normal,0.0
305E16DCD0,202412,왕십리,0.0050928043,0,Very Low,정상,normal,0.0
99A8865F14,202412,금남시장,0.008533314,0,Very Low,정상,normal,0.0
9A2D5845EB,202412,한양대,0.008682373,0,Very Low,정상,normal,0.0
E2AF8DDCAD,202412,,0.0058350046,0,Very Low,정상,normal,0.0
25B2D74E6B,202412,,0.007317931,0,Very Low,정상,normal,0.0
25B32948C5,202412,뚝섬,0.0062201107,0,Very Low,정상,normal,0.0
24B47BE5E4,202412,행당,0.009614441,0,Very Low,정상,normal,0.0
D66D8AD118,202412,신금호,0.008617625,0,Very Low,정상,normal,0.0
32A19D6A82,202412,,0.0059488467,0,Very Low,정상,normal,0.0
33361C935B,202412,행당,0.0069586467,0,Very Low,정상,normal,0.0
335B38273C,202412,성수,0.0073964824,0,Very Low,정상,normal,0.0
D731C6D372,202412,행당,0.0044436664,0,Very Low,정상,normal,0.0
D822E86B3D,202412,,0.0099593885,0,Very Low,정상,normal,0.0
3185CC12C8,202412,,0.008371217,0,Very Low,정상,normal,0.0
319880C87E,202412,마장동,0.008576216,0,Very Low,정상,normal,0.0
31DE46AC2D,202412,금남시장,0.007134854,0,Very Low,정상,normal,0.0
D87CAF8855,202412,옥수,0.008612608,0,Very Low,정상,normal,0.0
D491F00E17,202412,한양대,0.007871071,0,Very Low,정상,normal,0.0
D5CFD2B5BF,202412,한양대,0.0071957535,0,Very Low,정상,normal,0.0
34573ADA88,202412,왕십리,0.0077431034,0,Very Low,정상,normal,0.0
348CC434D7,202412,성수,0.009310791,0,Very Low,정상,normal,0.0
E38998FBCE,202412,왕십리,0.008158598,0,Very Low,정상,normal,0.0
23B6250706,202412,성수,0.006881014,0,Very Low,정상,normal,0.0
E47826B7B5,202412,금남시장,0.0075813085,0,Very Low,정상,normal,0.0
E4899A583F,202412,한양대,0.006422209,0,Very Low,정상,normal,0.0
E4B17F7890,202412,왕십리,0.008606893,0,Very Low,정상,normal,0.0
22BDEE04F4,202412,,0.0040319436,0,Very Low,정상,normal,0.0
22EA4127C0,202412,,0.006252439,0,Very Low,정상,normal,0.0
7AFB53D14D,202412,금남시장,0.009925256,0,Very Low,정상,normal,0.0
7B78BDBDBA,202412,성수,0.0067296,0,Very Low,정상,normal,0.0
79B22CEF8E,202412,왕십리,0.006236115,0,Very Low,정상,normal,0.0
79F8A1BFD2,202412,뚝섬,0.0041719656,0,Very Low,정상,normal,0.0
9977D38E3F,202412,행당,0.0070669428,0,Very Low,정상,normal,0.0
389E239904,202412,장한평자동차,0.007042189,0,Very Low,정상,normal,0.0
D3556C1BB8,202412,,0.009296718,0,Very Low,정상,normal,0.0
D395BA1A40,202412,성수,0.009855657,0,Very Low,정상,normal,0.0
D3E9FFD90F,202412,,0.007438832,0,Very Low,정상,normal,0.0
E508B2FACD,202412,,0.0096665,0,Very Low,정상,normal,0.0
E57C9021F7,202412,행당,0.0062372237,0,Very Low,정상,normal,0.0
E5B4CAB28C,202412,성수,0.00922996,0,Very Low,정상,normal,0.0
21373CB273,202412,뚝섬,0.0099389665,0,Very Low,정상,normal,0.0
2143174547,202412,답십리,0.0077682175,0,Very Low,정상,normal,0.0
21752D89FB,202412,행당,0.009239169,0,Very Low,정상,normal,0.0
21A130787D,202412,왕십리,0.0065923007,0,Very Low,정상,normal,0.0
3751A3FD2E,202412,성수,0.007905205,0,Very Low,정상,normal,0.0
78BFAC9BF1,202412,성수,0.008661496,0,Very Low,정상,normal,0.0
9AD3FE4011,202412,금남시장,0.009473392,0,Very Low,정상,normal,0.0
77B5670808,202412,한양대,0.008472367,0,Very Low,정상,normal,0.0
D427F7C6AB,202412,,0.007573495,0,Very Low,정상,normal,0.0
9C1036E322,202412,왕십리,0.009374355,0,Very Low,정상,normal,0.0
9C3495D73F,202412,한양대,0.008538779,0,Very Low,정상,normal,0.0
7645F49DBD,202412,왕십리,0.0052743945,0,Very Low,정상,normal,0.0
7670A96873,202412,성수,0.0042439722,0,Very Low,정상,normal,0.0
768A5CD0A0,202412,옥수,0.0052462546,0,Very Low,정상,normal,0.0
22323DD09C,202412,한양대,0.00701611,0,Very Low,정상,normal,0.0
825CCFE2CE,202412,마장동,0.005873248,0,Very Low,정상,normal,0.0
82917C822C,202412,성수,0.008217745,0,Very Low,정상,normal,0.0
816828B7F6,202412,,0.008210851,0,Very Low,정상,normal,0.0
81920AB1D5,202412,성수,0.0072900886,0,Very Low,정상,normal,0.0
81F1EA7323,202412,뚝섬,0.0046280837,0,Very Low,정상,normal,0.0
946BE40BF1,202412,한양대,0.0063129705,0,Very Low,정상,normal,0.0
224AE94A24,202412,뚝섬,0.004181215,0,Very Low,정상,normal,0.0
397AF59B8B,202412,성수,0.0072033573,0,Very Low,정상,normal,0.0
D1EB295A18,202412,성수,0.006175064,0,Very Low,정상,normal,0.0
3849F9A089,202412,,0.009304337,0,Very Low,정상,normal,0.0
3BB8C1A3AD,202412,행당,0.006881633,0,Very Low,정상,normal,0.0
3A07D1755D,202412,한양대,0.009732515,0,Very Low,정상,normal,0.0
3AA1678CDE,202412,왕십리,0.008249101,0,Very Low,정상,normal,0.0
D04449492B,202412,마장동,0.008403365,0,Very Low,정상,normal,0.0
20BF89EDFA,202412,,0.0059664873,0,Very Low,정상,normal,0.0
E5E8F3F456,202412,성수,0.0075108614,0,Very Low,정상,normal,0.0
E68206768A,202412,뚝섬,0.008572426,0,Very Low,정상,normal,0.0
1F5C564B04,202412,뚝섬,0.0073750634,0,Very Low,정상,normal,0.0
1F75656163,202412,뚝섬,0.008376393,0,Very Low,정상,normal,0.0
1F7ECE7D49,202412,왕십리,0.0061481856,0,Very Low,정상,normal,0.0
1F9B203919,202412,성수,0.0046771853,0,Very Low,정상,normal,0.0
D1BD109F16,202412,금남시장,0.004518203,0,Very Low,정상,normal,0.0
77F596FCF5,202412,한양대,0.0061296127,0,Very Low,정상,normal,0.0
9B88CEAD32,202412,성수,0.004470079,0,Very Low,정상,normal,0.0
9BA9EBEA37,202412,왕십리,0.009561635,0,Very Low,정상,normal,0.0
9BF052D283,202412,뚝섬,0.008578962,0,Very Low,정상,normal,0.0
CE23799B3A,202412,신금호,0.004919445,0,Very Low,정상,normal,0.0
CEC2707AF8,202412,한양대,0.009440476,0,Very Low,정상,normal,0.0
3C4FAA53F0,202412,옥수,0.008937697,0,Very Low,정상,normal,0.0
3C9076A1D4,202412,한양대,0.005159393,0,Very Low,정상,normal,0.0
3C92DED4C1,202412,옥수,0.009426003,0,Very Low,정상,normal,0.0
3C97811992,202412,신금호,0.0059587974,0,Very Low,정상,normal,0.0
